Age,WorkClass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,class
medium, Private,medium, Some-college,medium, Divorced, Adm-clerical, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,low, Doctorate,very-high, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,very-low,very-low,low, South, >50K.
very-high, Self-emp-inc,medium, Bachelors,very-high, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-high, Private,high, 10th,low, Married-civ-spouse, Protective-serv, Husband, White, Male,very-low,low,low, United-States, <=50K.
very-low, Local-gov,medium, Some-college,medium, Never-married, Adm-clerical, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
medium, Local-gov,medium, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Local-gov,low, 11th,low, Never-married, Other-service, Own-child, Black, Male,very-low,very-low,very-low, United-States, <=50K.
low, Private,very-low, 7th-8th,very-low, Never-married, Handlers-cleaners, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,high, 10th,low, Divorced, Machine-op-inspct, Not-in-family, White, Female,very-low,very-low,low, Mexico, <=50K.
medium, Private,very-low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-high, Private,medium, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,low, 10th,low, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, State-gov,very-low, Masters,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Machine-op-inspct, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, 7th-8th,very-low, Never-married, Other-service, Not-in-family, White, Female,very-low,very-low,low, Dominican-Republic, <=50K.
medium, Private,very-low, Assoc-voc,high, Married-civ-spouse, Tech-support, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, Assoc-voc,high, Never-married, Craft-repair, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, 11th,low, Never-married, Prof-specialty, Own-child, White, Male,very-low,very-low,very-low, United-States, <=50K.
medium, Private,very-low, HS-grad,medium, Divorced, Farming-fishing, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Self-emp-not-inc,medium, 5th-6th,very-low, Married-civ-spouse, Farming-fishing, Husband, White, Male,very-low,very-low,medium, Mexico, <=50K.
medium, Private,medium, Bachelors,very-high, Divorced, Sales, Not-in-family, White, Male,very-low,very-low,low, United-States, >50K.
medium, Local-gov,medium, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
very-low, Private,very-low, 11th,low, Never-married, Other-service, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Self-emp-not-inc,very-low, HS-grad,medium, Divorced, Craft-repair, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Self-emp-not-inc,very-low, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
medium, Federal-gov,high, Bachelors,very-high, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,very-low, HS-grad,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,medium, Assoc-voc,high, Married-civ-spouse, Tech-support, Wife, White, Female,very-low,very-low,low, United-States, >50K.
very-low, Private,very-low, Some-college,medium, Divorced, Exec-managerial, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
low, Self-emp-inc,low, HS-grad,medium, Married-civ-spouse, Farming-fishing, Husband, White, Male,low,very-low,high, United-States, <=50K.
very-low, Private,very-low, 10th,low, Never-married, Machine-op-inspct, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,high, Some-college,medium, Divorced, Sales, Not-in-family, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,high, HS-grad,medium, Never-married, Other-service, Own-child, Black, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,high, Some-college,medium, Never-married, Sales, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Self-emp-inc,low, Prof-school,very-high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,very-low,high, United-States, >50K.
high, Private,low, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, >50K.
low, Private,high, Assoc-acdm,high, Never-married, Sales, Not-in-family, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,low, Bachelors,very-high, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
high, Private,low, Some-college,medium, Married-civ-spouse, Exec-managerial, Wife, White, Female,very-low,very-low,medium, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, >50K.
medium, Private,low, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,very-low,very-low,high, United-States, >50K.
high, State-gov,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,medium, HS-grad,medium, Divorced, Craft-repair, Unmarried, White, Male,very-low,very-low,low, United-States, <=50K.
high, Federal-gov,very-low, HS-grad,medium, Widowed, Adm-clerical, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
very-high, Private,medium, Some-college,medium, Married-civ-spouse, Sales, Husband, White, Male,medium,very-low,high, United-States, >50K.
medium, Private,low, Doctorate,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, >50K.
medium, Private,low, 7th-8th,very-low, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
high, Private,low, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, Canada, <=50K.
medium, Private,low, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Male,very-low,very-low,low, Puerto-Rico, <=50K.
very-low, Private,high, 12th,medium, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,medium, Bachelors,very-high, Never-married, Exec-managerial, Not-in-family, White, Male,very-low,very-low,high, United-States, <=50K.
low, Local-gov,high, Some-college,medium, Separated, Other-service, Own-child, Black, Female,very-low,very-low,low, United-States, <=50K.
medium, Private,high, Bachelors,very-high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,medium,medium, United-States, >50K.
very-low, Private,low, HS-grad,medium, Never-married, Craft-repair, Unmarried, White, Male,very-low,very-low,medium, United-States, <=50K.
very-low, Private,very-low, 11th,low, Never-married, Sales, Own-child, White, Female,very-low,very-low,very-low, United-States, <=50K.
low, Private,medium, Assoc-acdm,high, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
low, Federal-gov,very-low, HS-grad,medium, Never-married, Adm-clerical, Not-in-family, White, Male,very-low,very-low,low, United-States, >50K.
high, Private,low, Assoc-acdm,high, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,medium, 9th,low, Never-married, Handlers-cleaners, Not-in-family, White, Male,very-low,very-low,very-low, United-States, <=50K.
low, Federal-gov,low, Masters,very-high, Never-married, Exec-managerial, Not-in-family, White, Female,very-low,very-low,medium, Canada, <=50K.
medium, Self-emp-not-inc,low, Some-college,medium, Married-civ-spouse, Craft-repair, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, 9th,low, Never-married, Farming-fishing, Not-in-family, White, Male,very-low,very-low,low, Puerto-Rico, <=50K.
low, Federal-gov,low, Bachelors,very-high, Divorced, Prof-specialty, Not-in-family, Black, Female,very-low,medium,low, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Never-married, Other-service, Own-child, White, Female,very-low,very-low,low, United-States, <=50K.
low, Self-emp-not-inc,low, Bachelors,very-high, Never-married, Sales, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Private,low, 11th,low, Widowed, Machine-op-inspct, Other-relative, White, Male,very-low,very-low,very-low, United-States, <=50K.
very-high, Private,very-low, HS-grad,medium, Never-married, Prof-specialty, Not-in-family, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, Private,very-low, HS-grad,medium, Divorced, Machine-op-inspct, Not-in-family, White, Male,very-low,very-low,medium, United-States, <=50K.
medium, Self-emp-not-inc,very-low, 10th,low, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
medium, Private,low, Bachelors,very-high, Divorced, Sales, Other-relative, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Divorced, Adm-clerical, Not-in-family, White, Female,very-low,very-low,low, United-States, <=50K.
low, Private,low, Masters,very-high, Never-married, Prof-specialty, Not-in-family, White, Female,very-low,low,low, United-States, <=50K.
very-high, Private,medium, Assoc-acdm,high, Widowed, Prof-specialty, Unmarried, White, Female,very-low,very-low,very-low, United-States, <=50K.
high, Federal-gov,low, HS-grad,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, >50K.
low, Private,low, Bachelors,very-high, Divorced, Sales, Not-in-family, White, Male,high,very-low,low, United-States, >50K.
very-low, Private,high, Some-college,medium, Never-married, Machine-op-inspct, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, Private,medium, Some-college,medium, Divorced, Handlers-cleaners, Other-relative, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,low, HS-grad,medium, Separated, Craft-repair, Own-child, Black, Male,very-low,very-low,low, United-States, <=50K.
high, Self-emp-not-inc,low, Some-college,medium, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
low, Private,low, Some-college,medium, Married-civ-spouse, Adm-clerical, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, HS-grad,medium, Never-married, Prof-specialty, Not-in-family, White, Male,very-low,very-low,low, United-States, <=50K.
medium, State-gov,medium, HS-grad,medium, Divorced, Protective-serv, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, Some-college,medium, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,very-low,very-low,high, United-States, <=50K.
very-low, Private,very-low, Some-college,medium, Married-civ-spouse, Exec-managerial, Husband, White, Male,very-low,very-low,low, United-States, >50K.
very-low, Private,low, Some-college,medium, Never-married, Sales, Own-child, Black, Male,very-low,very-low,very-low, United-States, <=50K.
high, Private,very-low, 5th-6th,very-low, Never-married, Transport-moving, Not-in-family, Black, Male,very-low,very-low,low, United-States, <=50K.
high, Private,very-low, 11th,low, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,low,very-low,medium, United-States, <=50K.
low, Private,low, Assoc-acdm,high, Married-civ-spouse, Craft-repair, Husband, Black, Male,very-low,very-low,low, United-States, <=50K.
low, Private,very-low, HS-grad,medium, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,very-low,very-low,low, Philippines, <=50K.
very-high, Local-gov,high, HS-grad,medium, Widowed, Exec-managerial, Unmarried, White, Female,very-low,very-low,low, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Never-married, Sales, Own-child, White, Male,very-low,very-low,low, United-States, <=50K.
very-low, State-gov,very-low, Bachelors,very-high, Married-civ-spouse, Prof-specialty, Husband, White, Male,very-low,very-low,high, United-States, <=50K.
very-low, Private,low, HS-grad,medium, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,very-low,very-low,medium, United-States, <=50K.
high, Local-gov,low, HS-grad,medium, Married-civ-spouse, Transport-moving, Husband, White, Male,very-low,very-low,very-low, United-States, <=50K.
